name,brief,time,video_url,length,place,longitude,latitude,title
0010.mp4,东方白鹳，国家一级重点保护野生动物，2016年《中国脊椎动物红色名录》濒危物种。,2021-05-05 18:58:02,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2021/05/05/15791827502845ada79f350b5bbf85b5_h2642000000nero_aac16.mp4,00:01:58,黑龙江南瓮河国家级自然保护区,东经125°07’55”-125°50’05”,北纬51°05’07”-51°39’24”,《秘境之眼》 东方白鹳 20210505
0011.mp4,东方白鹳，国家一级重点保护野生动物，2016年《中国脊椎动物红色名录》濒危物种。,2021-11-16 18:52:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2021/11/16/3ec5dd1142bc49dbb406ea1f4ef1904d_h2642000000nero_aac16.mp4,00:02:00,江西鄱阳湖国家级自然保护区,东经115°47’-116°45’,北纬28°22’-29°45’,《秘境之眼》 东方白鹳 20211116
0012.mp4,中华斑羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2019-12-19 18:54:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2019/12/19/36e7d0c03e734a6e9ddc430120cc907e_h2642000000nero_aac16.mp4,00:01:39,甘肃白龙江阿夏省级自然保护区,东经103°00’33”-104°03’41”,北纬33°40’22”-34°00’16”,《秘境之眼》 中华斑羚 20191219
0013.mp4,中华斑羚，国家二级重点保护野生动物。,2020-02-10 21:34:33,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2020/02/10/2872f812e2ec46d98bd7cdc18f0aa731_h2642000000nero_aac16.mp4,00:01:39,神农架国家公园,东经109°56’3.347”-110°36’26.779”,北纬31°21’24.223”-31°36’27.317”,《秘境之眼》 中华斑羚 20200210
0014.mp4,中华斑羚，国家二级重点保护野生动物。,2020-02-19 18:54:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2020/02/19/64430b9767d64b8498ad6b4080c5cad2_h2642000000nero_aac16.mp4,00:01:39,重庆阴条岭国家级自然保护区,东经109°41’19”-109°57’42”,北纬31°23’52”-31°33’.371”,《秘境之眼》 中华斑羚 20200219
0015.mp4,中华斑羚，国家二级重点保护野生动物。,2020-03-06 19:12:50,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2020/03/06/9c2174ddbb6844498ed160e72430dbe1_h2642000000nero_aac16.mp4,00:01:39,湖北木林子国家级自然保护区,东经109°59’30”-110°17’.58”,北纬29°55’59”-30°10’47”,《秘境之眼》 中华斑羚 20200306
0016.mp4,中华斑羚，国家二级重点保护野生动物。,2020-03-25 20:34:49,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2020/03/25/c444c6e5a4a841f6a02c8a51f62a472d_h2642000000nero_aac16.mp4,00:01:39,四川雪宝顶国家级自然保护区,东经103°50’30”-104°18’20”,北纬32°14’47”-32°28’42”,《秘境之眼》 中华斑羚 20200325
0017.mp4,中华斑羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2020-08-13 18:52:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2020/08/13/07568d66a9c4473da79b962d6bf425c8_h2642000000nero_aac16.mp4,00:01:39,云南高黎贡山国家级自然保护区,东经98°08’-98°50’,北纬24°40’-28°30’,《秘境之眼》 中华斑羚 20200813
0018.mp4,中华斑羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2020-10-12 18:52:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2020/10/12/2cfaeeca118d4230a38912c2dcdf1383_h2642000000nero_aac16.mp4,00:01:40,四川王朗国家级自然保护区,东经103°57’0.94”-104°11’25.9”,北纬32°48’56”-33°02’38.9”,《秘境之眼》 中华斑羚 20201012
0019.mp4,中华斑羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2020-10-18 18:52:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2020/10/18/9d078912d5fa4a03b3f92a385f55d7d0_h2642000000nero_aac16.mp4,00:01:40,湖北五峰后河国家级自然保护区,东经110°30’1.26”-110°43’,北纬30°02’55.246”-30°08’55.007”,《秘境之眼》 中华斑羚 20201018
0020.mp4,中华斑羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2020-10-21 19:00:54,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2020/10/21/2fb25989fbc440bb8dbedfab2fe52c46_h2642000000nero_aac16.mp4,00:01:40,四川王朗国家级自然保护区,东经103°57’0.94”-104°11’25.9”,北纬32°48’56”-33°02’38.9”,《秘境之眼》 中华斑羚 20201021
0021.mp4,中华斑羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2021-03-17 19:35:43,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2021/03/17/b20eba23ed064f8890abcba1dbd33883_h2642000000nero_aac16.mp4,00:02:00,湖北堵河源国家级自然保护区,东经109°54’24”-110°10’32”,北纬31°30’28”-31°57’54”,《秘境之眼》 中华斑羚 20210317
0022.mp4,中华斑羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2021-03-28 21:27:11,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2021/03/28/88f4ad73cfc04a60aaee6238703b86df_h2642000000nero_aac16.mp4,00:02:00,陕西牛背梁国家级自然保护区,东经108°45’-109°03’,北纬33°47’-33°55’,《秘境之眼》 中华斑羚 20210328
0023.mp4,中华斑羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2021-04-09 20:36:19,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2021/04/09/3e93c6455e2e49738c50d0fcfe0ef90b_h2642000000nero_aac16.mp4,00:01:59,云南无量山国家级自然保护区,东经100°19’-100°45’,北纬24°17’-24°54’,《秘境之眼》 中华斑羚 20210409
0024.mp4,中华斑羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2021-05-04 22:22:29,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2021/05/04/bbe5b864e79549e98ec35fbe788f6b28_h2642000000nero_aac16.mp4,00:02:00,湖北堵河源国家级自然保护区,东经109°54’24”-110°10’32”,北纬31°30’28”-31°57’54”,《秘境之眼》 中华斑羚 20210504
0025.mp4,中华斑羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2021-06-28 18:55:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2021/06/28/5f601b1ee7ff4431bf0d9f197c141121_h2642000000nero_aac16.mp4,00:01:59,云南高黎贡山国家级自然保护区,东经98°08’-98°50’,北纬24°40’-28°30’,《秘境之眼》 中华斑羚 20210628
0026.mp4,中华斑羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2021-08-01 21:28:13,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2021/08/01/22cb0f85b630468886c1f1023869588d_h2642000000nero_aac16.mp4,00:01:29,湖北赛武当国家级自然保护区,东经110°35’40”-110°54’23”,北纬32°23’26”-32°32’19”,《秘境之眼》 中华斑羚 20210801
0027.mp4,中华斑羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2021-08-14 18:55:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2021/08/14/4a2fd7c64416430fb5bf9de0e75d1118_h2642000000nero_aac16.mp4,00:01:59,陕西牛背梁国家级自然保护区,东经108°45’-109°03’,北纬33°47’-33°55’,《秘境之眼》 中华斑羚 20210814
0028.mp4,中华斑羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2021-08-18 20:12:54,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2021/08/18/2864dca7e96e422db13f3d470e93ed19_h2642000000nero_aac16.mp4,00:02:00,湖北南河国家级自然保护区,东经111°15’7.9”-11°30’56.6”,北纬31°53’11.9”-32°10’25.4”,《秘境之眼》 中华斑羚 20210818
0029.mp4,中华斑羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2021-08-25 21:46:12,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2021/08/25/96f7a649d1544c0fbcae101ad75b2b88_h2642000000nero_aac16.mp4,00:02:00,四川王朗国家级自然保护区,东经103570.94°-104°1P’25.9”,北纬32°48’56”-33°02’38.9”,《秘境之眼》 中华斑羚 20210825
0030.mp4,中华斑羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2021-09-08 18:55:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2021/09/08/ecde4c51cae043779373ceed61b2227d_h2642000000nero_aac16.mp4,00:01:58,云南高黎贡山国家级自然保护区,东经98°08’-98°50’,北纬24°40’-28°30’,《秘境之眼》 中华斑羚 20210908
0031.mp4,中华斑羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2021-12-05 18:52:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2021/12/05/ae34ab61ac584c6995b5aa19f1cc4820_h2642000000nero_aac16.mp4,00:02:00,大熊猫国家公园四川王朗片区,东经103°57’10.94”-104°11’25.9”,北纬32°48’56”-33°02’38.9”,《秘境之眼》 中华斑羚 20211205
0032.mp4,中华斑羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》濒危物种。,2022-01-21 18:52:58,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/01/21/f53ded2d186c4890b4ff97b250df86d0_h2642000000nero_aac16.mp4,00:01:59,湖北十八里长峡国家级自然保护区,东经109°43’52”-109°56’51”,北纬31°31’10”-31°42’16”,《秘境之眼》 中华斑羚 20220121
0033.mp4,中华斑羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》濒危物种。,2022-04-24 18:53:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/04/24/c61b163a4c2b4e63b4893f3fba2388b6_h2642000000nero_aac16.mp4,00:01:58,大熊猫国家公园雪宝顶片区,东经103°50’30”-104°18’20”,北纬32°14’47”-32°28’42”,《秘境之眼》 中华斑羚 20220424
0034.mp4,中华斑羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2022-04-29 18:53:28,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/04/29/5a8d006909f54c608b687985906c1f72_h2642000000nero_aac16.mp4,00:01:58,湖北堵河源国家级自然保护区,东经109°54’24”-110°10’32”,北纬31°30’28”-31°57’54”,《秘境之眼》 中华斑羚 20220429
0035.mp4,中华斑羚、中华鬣羚，国家二级重点保护野生动物。,2020-08-06 18:59:07,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2020/08/06/a2784f818cc7490d813dfcbd725b7aa4_h2642000000nero_aac16.mp4,00:01:39,云南高黎贡山国家级自然保护区,东经98°08’-98°50’,北纬24°40’-28°30’,《秘境之眼》 中华斑羚/中华鬣羚 20200806
0036.mp4,在充满挑战的大自然中，动物们为了生存练就了一身高超的本领。,2020-10-07 18:52:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2020/10/07/1ea252a5c1774bf7b0637328a5a577fe_h2642000000nero_aac16.mp4,00:01:40,湖北木林子国家级自然保护区,东经109°59’30”-110°17’58”,北纬29°55’59”-30°10’47”,《秘境之眼》 中华斑羚/乌林鸮/海南长臂猿 20201007
0037.mp4,湖北大老岭国家级自然保护区内，有着丰富的自然资源。,2022-01-28 20:03:32,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/01/28/ac2dcf9187304a2999f572f17ada6cde_h2642000000nero_aac16.mp4,00:01:59,湖北大老岭国家级自然保护区,东经110°52’47”-111°00’21”,北纬30°00’13”-31°04’07”,《秘境之眼》 中华斑羚/毛冠鹿/猕猴/林麝/中华鬣羚 20220128
0038.mp4,大熊猫国家公园王朗片区地处全球生物多样性热点区域。,2022-06-15 20:03:54,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/06/15/4564253f6bfa4218ba87439fa16fdf58_h2642000000nero_aac16.mp4,00:02:00,大熊猫国家公园王朗片区,东经103°55’-104°10’,北纬32°49’-33°02’,《秘境之眼》 中华斑羚/豹猫/猪獾 20220615
0039.mp4,云南药山国家级自然保护区内，中华斑羚穿行在丛林中寻找食物。,2021-07-15 21:30:03,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2021/07/15/66a35a1e31584dd7bac9d6cd93460a47_h2642000000nero_aac16.mp4,00:01:58,云南药山国家级自然保护区,东经102°57’47”-103°10’13”,北纬26°50’38”-27°25’31”,《秘境之眼》 中华斑羚/赤麂/猪獾/野猪 20210715
0040.mp4,神农架国家公园内，中华斑羚向对手展示着“绝活”——180度后空翻。,2019-10-06 19:07:26,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2019/10/06/caeaf9054fb64b098a69278e0a2bbf3e_h2642000000nero_aac16.mp4,00:01:39,神农架国家公园,东经109°56’3.347”-110°36’26.779”,北纬31°21’24.223”-31°36’27.317”,《秘境之眼》 中华斑羚/麋鹿/小熊猫/黄喉貂 20191006
0041.mp4,在神农架国家公园体制试点区内，林地中出现的一个大水坑吸引着动物们前来“造访”。,2022-06-19 18:52:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/06/19/70baa73bfcd54d65b2d0cd10fd4adc5b_h2642000000nero_aac16.mp4,00:01:59,神农架国家公园体制试点区,东经109°56’3.347”-110°36’26.779”,北纬31°21’24.223”-31°36’27.317”,《秘境之眼》 中华斑羚/黄喉貂/豪猪/花面狸/猪獾/野猪 20220619
0042.mp4,中华虎凤蝶，国家二级重点保护野生动物。,2021-08-02 20:14:07,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2021/08/02/5c51e26694104ff9af2a6f23ef0253dd_h2642000000nero_aac16.mp4,00:01:59,湖南乌云界国家级自然保护区,东经111°07’20”-111°29’20”,北纬28°30’40”-28°39’47”,《秘境之眼》 中华虎凤蝶 20210802
0043.mp4,中华鬣羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2020-01-04 18:54:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2020/01/04/6ba4b5ad594a4f11a660b8c2fb053a07_h2642000000nero_aac16.mp4,00:01:39,浙江江山仙霞岭省级自然保护区,东经118°33’42”-118°41’5”,北纬28°15’26”-28°21’11”,《秘境之眼》 中华鬣羚 20200104
0044.mp4,中华鬣羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2020-03-26 19:15:54,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2020/03/26/0d0ae71513634b7fa5c3bcbe114d01b4_h2642000000nero_aac16.mp4,00:01:39,四川雪宝顶国家级自然保护区,东经103°50’30”-104°18’20”,北纬32°14’47”-32°28’42”,《秘境之眼》 中华鬣羚 20200326
0045.mp4,中华鬣羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2020-04-11 19:05:55,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2020/04/11/b061486f4acf4325bbaf699cc767468b_h2642000000nero_aac16.mp4,00:01:39,陕西汉中朱鹦国家级自然保护区,东经107°16’-107°41’1”,北纬33°8’-33°26’,《秘境之眼》 中华鬣羚 20200411
0046.mp4,中华鬣羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2020-05-13 18:54:42,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2020/05/13/328a5cb32e2a400a9c94a32d38f9442b_h2642000000nero_aac16.mp4,00:01:39,福建君子峰国家级自然保护区,东经116°47’21”-117°31’22”,北纬26°19’03”-26°39’18”,《秘境之眼》 中华鬣羚 20200513
0047.mp4,中华鬣羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2020-10-13 18:52:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2020/10/13/d3af77802cd240eaaef721b981b067be_h2642000000nero_aac16.mp4,00:01:40,湖北五峰后河国家级自然保护区,东经110°30’1.26”-110°43’,北纬30°02’55.246”-30°08’55.007”,《秘境之眼》 中华鬣羚 20201013
0048.mp4,中华鬣羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2020-11-01 18:52:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2020/11/01/3d20a6e7748a4bd9990ebe54478b49c8_h2642000000nero_aac16.mp4,00:01:40,湖南八大公山国家级自然保护区,东经109°41’50”-110°95’0”,北纬29°39’18”-29°49’48”,《秘境之眼》 中华鬣羚 20201101
0049.mp4,中华鬣羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2020-11-14 18:52:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2020/11/14/6cb7da1c90044f19829da79ec35f74af_h2642000000nero_aac16.mp4,00:01:40,湖北巴东金丝猴国家级自然保护区,东经110°15’51”-110°29’59”,北纬31°11’50”-31°24’40”,《秘境之眼》 中华鬣羚 20201114
0050.mp4,中华鬣羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2020-12-12 18:52:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2020/12/12/8b434b5818304b90b29b28598f3e9c61_h2642000000nero_aac16.mp4,00:01:40,浙江江山仙霞岭省级自然保护区,东经118°33’42”-118°41’5”,北纬28°15’26”-28°21’11”,《秘境之眼》 中华鬣羚 20201212
0051.mp4,中华鬣羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2020-12-30 18:52:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2020/12/30/cc0684c0af584607bd173799630d00fd_h2642000000nero_aac16.mp4,00:01:40,神农架国家公园,东经109°56’3.347”-110°36’26.79”,北纬31°21’24.223”-31°36’27.317”,《秘境之眼》 中华鬣羚 20201230
0052.mp4,中华鬣羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2021-01-09 18:56:19,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2021/01/09/6ac10a0b38a547f292f9fcd43d88e05e_h2642000000nero_aac16.mp4,00:01:40,甘肃白水江国家级自然保护区,东经104°16’-105°25’,北纬32°36’-33°00’,《秘境之眼》 中华鬣羚 20210109
0053.mp4,中华鬣羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2021-01-24 18:52:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2021/01/24/a9ffbfebfd2b48fcb3da6965828b3400_h2642000000nero_aac16.mp4,00:01:40,江西武夷山国家级自然保护区,东经117°39’30”-117°55’4Z”,北纬27°48’11”-28°00’.351”,《秘境之眼》 中华鬣羚 20210124
0054.mp4,中华鬣羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2021-04-10 20:56:25,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2021/04/10/a208d641d31948588f6a404a6af75c77_h2642000000nero_aac16.mp4,00:01:58,云南无量山国家级自然保护区,东经100°19’-100°45’1”,北纬24°17’-24°54’,《秘境之眼》 中华鬣羚 20210410
0055.mp4,中华鬣羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2021-04-19 19:27:50,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2021/04/19/882e938d4c2e4eb683351586b5201979_h2642000000nero_aac16.mp4,00:02:00,福建龙栖山国家级自然保护区,东经117°11’-117°21’,北纬26°27’-26°37’,《秘境之眼》 中华鬣羚 20210419
0056.mp4,中华鬣羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2021-04-23 22:16:41,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2021/04/23/ba801c981f334adfb207149de74962fd_h2642000000nero_aac16.mp4,00:01:59,安徽清凉峰国家级自然保护区,东经118°45’49”-118°53’38”,北纬30°03’34”-30°09’40”,《秘境之眼》 中华鬣羚 20210423
0057.mp4,中华鬣羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2021-05-15 22:20:59,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2021/05/15/bfff15f98d9548acbeba75c525c45132_h2642000000nero_aac16.mp4,00:01:59,湖北五峰后河国家级自然保护区,东经110°30’.126”-110°43’11.838”,北纬30°25’5.246”-30°85’5.007”,《秘境之眼》 中华鬣羚 20210515
0058.mp4,中华鬣羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2021-08-06 19:58:30,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2021/08/06/d7513e55930841bf84e8bb7a45b20ce5_h2642000000nero_aac16.mp4,00:02:00,江西铜钹山国家级自然保护区,东经118°11’42”-118°21’47”,北纬28°03’39”-28°10’45”,《秘境之眼》 中华鬣羚 20210806
0059.mp4,中华鬣羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2021-09-01 18:55:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2021/09/01/8b53e5ec10424817bfa212d8db15c8e0_h2642000000nero_aac16.mp4,00:01:59,四川王朗国家级自然保护区,东经103°57’0.94”-104°11’25.9”,北纬32°48’56”-33°02’38.9”,《秘境之眼》 中华鬣羚 20210901
0060.mp4,中华鬣羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2021-11-26 18:52:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2021/11/26/959da2a28c7e4437bb439e21d2e43c66_h2642000000nero_aac16.mp4,00:02:00,重庆五里坡国家级自然保护区,东经109°47’-110°10’,北纬31°15’-31°29’,《秘境之眼》 中华鬣羚 20211126
0061.mp4,中华鬣羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2022-01-08 18:52:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/01/08/f427eeeee990424988fd75972ca9d344_h2642000000nero_aac16.mp4,00:02:00,浙江仙霞岭省级自然保护区,东经118°33’42”-118°41’5”,北纬28°15’26”-28°21’11”,《秘境之眼》 中华鬣羚 20220108
0062.mp4,大熊猫国家公园雪宝顶片区内，中华鬣羚正在密林中穿行。,2022-01-30 18:52:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/01/30/14381d4ce2354090a4a93c5130cee444_h2642000000nero_aac16.mp4,00:01:59,大熊猫国家公园雪宝顶片区,东经103°50’30”-104°18’20”,北纬32°14’47”-32°28’42”,《秘境之眼》 中华鬣羚 20220130
0063.mp4,中华鬣羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2022-03-05 18:54:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/03/05/9336de9edf264c138411fbd10e857c5a_h2642000000nero_aac16.mp4,00:02:00,湖北大老岭国家级自然保护区,东经110°52’-111°00’21”,北纬30°00’13”-31°04’07”,《秘境之眼》 中华鬣羚 20220305
