title,brief,time,video_url,length,image,play_url,focus_date,id,guid,mode,place,longitude,latitude
《秘境之眼》 白腹锦鸡 20220617,白腹锦鸡，国家二级重点保护野生动物。,2022-06-17 18:53:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/06/17/60eb8dc2221848d8ae00c3fc78156199_h2642000000nero_aac16.mp4,00:01:59,https://p3.img.cctvpic.com/fmspic/2022/06/17/60eb8dc2221848d8ae00c3fc78156199-1.jpg,https://tv.cctv.com/2022/06/17/VIDEyVTkXL1V1c0mJCNUSwaZ220617.shtml,1.65547E+12,VIDEyVTkXL1V1c0mJCNUSwaZ220617,60eb8dc2221848d8ae00c3fc78156199,1,云南乌蒙山国家级自然保护区,东经103°51’47”-104°45’04”,北纬27°47’35”-28°17’42”
《秘境之眼》 毛冠鹿 20220616,毛冠鹿，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2022-06-16 18:53:53,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/06/16/23b2c63cfb3242e68143decb0d3a64ae_h2642000000nero_aac16.mp4,00:01:59,https://p1.img.cctvpic.com/fmspic/2022/06/16/23b2c63cfb3242e68143decb0d3a64ae-1.jpg,https://tv.cctv.com/2022/06/16/VIDE9snASPsBjbb773yMDic3220616.shtml,1.65539E+12,VIDE9snASPsBjbb773yMDic3220616,23b2c63cfb3242e68143decb0d3a64ae,1,湖南壶瓶山国家级自然保护区,东经110°29’-110°59’,北纬29°50’-30°09’
《秘境之眼》 中华斑羚/豹猫/猪獾 20220615,大熊猫国家公园王朗片区地处全球生物多样性热点区域。,2022-06-15 20:03:54,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/06/15/4564253f6bfa4218ba87439fa16fdf58_h2642000000nero_aac16.mp4,00:02:00,https://p5.img.cctvpic.com/fmspic/2022/06/15/4564253f6bfa4218ba87439fa16fdf58-1.jpg,https://tv.cctv.com/2022/06/15/VIDE7sreV2YtrNK3Xn0nL2MO220615.shtml,1.6553E+12,VIDE7sreV2YtrNK3Xn0nL2MO220615,4564253f6bfa4218ba87439fa16fdf58,1,大熊猫国家公园王朗片区,东经103°55’-104°10’,北纬32°49’-33°02’
《秘境之眼》 白鹇 20220614,白鹇，国家二级重点保护野生动物。,2022-06-14 20:18:20,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/06/14/4ec990a83f894adc86618f4b6b219dbf_h2642000000nero_aac16.mp4,00:02:00,https://p4.img.cctvpic.com/fmspic/2022/06/14/4ec990a83f894adc86618f4b6b219dbf-1.jpg,https://tv.cctv.com/2022/06/14/VIDE7ohXn3PKeQazeogamA7v220614.shtml,1.65521E+12,VIDE7ohXn3PKeQazeogamA7v220614,4ec990a83f894adc86618f4b6b219dbf,1,广东连平黄牛石省级自然保护区,东经114°25’16”-114°29’51”,北纬24°25’35”-24°30’53”
《秘境之眼》 戈壁盘羊 20220613,戈壁盘羊，国家二级重点保护野生动物。2016年《中国脊椎动物红色名录》极危物种。,2022-06-13 18:52:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/06/13/7580e8390ed34b79960efde1c9847b17_h2642000000nero_aac16.mp4,00:02:00,https://p4.img.cctvpic.com/fmspic/2022/06/13/7580e8390ed34b79960efde1c9847b17-1.jpg,https://tv.cctv.com/2022/06/13/VIDEN75nyvRFBH9kxxT9vZu6220613.shtml,1.65512E+12,VIDEN75nyvRFBH9kxxT9vZu6220613,7580e8390ed34b79960efde1c9847b17,1,甘肃安西极旱荒漠国家级自然保护区,东经94°43’35”-96°48’34”,北纬39°49’39”-41°47’33”
《秘境之眼》 豺 20220612,豺，国家一级重点保护野生动物，2016年《中国脊椎动物红色名录》濒危物种。,2022-06-12 18:52:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/06/12/b4dea1b11d974cc6ac4306797827e0e5_h2642000000nero_aac16.mp4,00:02:00,https://p3.img.cctvpic.com/fmspic/2022/06/12/b4dea1b11d974cc6ac4306797827e0e5-1.jpg,https://tv.cctv.com/2022/06/12/VIDEgoS8AcsOX124goT7yeAv220612.shtml,1.65503E+12,VIDEgoS8AcsOX124goT7yeAv220612,b4dea1b11d974cc6ac4306797827e0e5,1,甘肃安西极旱荒漠国家级自然保护区,东经94°43’35”-96°48’34”,北纬39°49’39”-41°47’33”
《秘境之眼》 高黎贡白眉长臂猿 20220611,在高黎贡山国家级自然保护区保山片区内，一群长有“白眉”的长臂猿生活在这里，它们就是高黎贡白眉长臂猿。,2022-06-11 18:50:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/06/11/17cd3d995ee24ffc90a8bf7fc89c60fb_h2642000000nero_aac16.mp4,00:01:59,https://p1.img.cctvpic.com/fmspic/2022/06/11/17cd3d995ee24ffc90a8bf7fc89c60fb-1.jpg,https://tv.cctv.com/2022/06/11/VIDE1oDiaOZZjlu3qPKzpaNb220611.shtml,1.65495E+12,VIDE1oDiaOZZjlu3qPKzpaNb220611,17cd3d995ee24ffc90a8bf7fc89c60fb,1,高黎贡山国家级自然保护区保山片区,东经98°34’36”-98°50’22”,北纬25°80’55”-24°55’39”
《秘境之眼》 猞猁 20220610,猞猁，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》濒危物种。,2022-06-10 18:53:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/06/10/420f66c475104dbe96862f7a9e92eb47_h2642000000nero_aac16.mp4,00:01:59,https://p2.img.cctvpic.com/fmspic/2022/06/10/420f66c475104dbe96862f7a9e92eb47-1.jpg,https://tv.cctv.com/2022/06/10/VIDEw3SOTA8i4OCZGDMewUHc220610.shtml,1.65486E+12,VIDEw3SOTA8i4OCZGDMewUHc220610,420f66c475104dbe96862f7a9e92eb47,1,黑龙江砍都河国家湿地公园,东经124°50’05”-125°08’05”,北纬51°03’43”-51°12’16”
《秘境之眼》 小麂 20220609,小麂，国家保护的有重要生态、科学、社会价值的陆生野生动物，2016年《中国脊椎动物红色名录》易危物种。,2022-06-09 20:04:57,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/06/09/34bfd39a3b8d4f41b77e746f4dfde3be_h2642000000nero_aac16.mp4,00:02:00,https://p5.img.cctvpic.com/fmspic/2022/06/09/34bfd39a3b8d4f41b77e746f4dfde3be-1.jpg,https://tv.cctv.com/2022/06/09/VIDEVf54wsuJrxUyAjvfttOc220609.shtml,1.65478E+12,VIDEVf54wsuJrxUyAjvfttOc220609,34bfd39a3b8d4f41b77e746f4dfde3be,1,湖北五峰后河国家级自然保护区,东经110°30’.126”-110°43’11.838”,北纬30°25’5.246”-30°85’5.007”
《秘境之眼》 大鵟 20220608,大鵟，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2022-06-08 20:25:51,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/06/08/f4b1325a974f4b5ba96cac0583a50ad0_h2642000000nero_aac16.mp4,00:02:00,https://p2.img.cctvpic.com/fmspic/2022/06/08/f4b1325a974f4b5ba96cac0583a50ad0-1.jpg,https://tv.cctv.com/2022/06/08/VIDEN4Gvhatdcr5PLsAOJU5p220608.shtml,1.65469E+12,VIDEN4Gvhatdcr5PLsAOJU5p220608,f4b1325a974f4b5ba96cac0583a50ad0,1,青海湖国家级自然保护区,东经99°34’-100°48’,北纬36°31’-37°15’
《秘境之眼》 毛冠鹿 20220607,毛冠鹿，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2022-06-07 18:52:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/06/07/bd1ff4fe458d41a39ebfc7a92f453e3a_h2642000000nero_aac16.mp4,00:02:00,https://p3.img.cctvpic.com/fmspic/2022/06/07/bd1ff4fe458d41a39ebfc7a92f453e3a-1.jpg,https://tv.cctv.com/2022/06/07/VIDEh5SIuVE51LAAcMenCPRQ220607.shtml,1.6546E+12,VIDEh5SIuVE51LAAcMenCPRQ220607,bd1ff4fe458d41a39ebfc7a92f453e3a,1,湖北木林子国家级自然保护区,东经109°59’30”-110°17’58”,北纬29°55’59”-30°10’47”
《秘境之眼》 中华鬣羚 20220606,中华鬣羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2022-06-06 18:52:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/06/06/99aa25d1a7bb4f87b5bf635a907d5eef_h2642000000nero_aac16.mp4,00:02:00,https://p4.img.cctvpic.com/fmspic/2022/06/06/99aa25d1a7bb4f87b5bf635a907d5eef-1.jpg,https://tv.cctv.com/2022/06/06/VIDEJyYOyxGfMdKflrcxeX0K220606.shtml,1.65451E+12,VIDEJyYOyxGfMdKflrcxeX0K220606,99aa25d1a7bb4f87b5bf635a907d5eef,1,湖南壶瓶山国家级自然保护区,东经110°29’-110°59’,北纬29°50’-30°09’
《秘境之眼》 狼 20220605,狼，国家二级重点保护野生动物。,2022-06-05 18:53:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/06/05/99a4fc55d3004220b3a2dab47b4fb65b_h2642000000nero_aac16.mp4,00:01:58,https://p5.img.cctvpic.com/fmspic/2022/06/05/99a4fc55d3004220b3a2dab47b4fb65b-1.jpg,https://tv.cctv.com/2022/06/05/VIDETEfDWKYceZaaihUpiUin220605.shtml,1.65443E+12,VIDETEfDWKYceZaaihUpiUin220605,99a4fc55d3004220b3a2dab47b4fb65b,1,青海大通北川河源区国家级自然保护区,东经100°52’-101°47’,北纬37°03’-37°28’
《秘境之眼》 云豹 20220604,云南铜壁关省级自然保护区有着“云南动植物王国中璀璨的明珠”的美誉，神秘的云豹就栖息在这里。,2022-06-04 18:55:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/06/04/251587134dc74175bfbda74d03498e7e_h2642000000nero_aac16.mp4,00:01:59,https://p5.img.cctvpic.com/fmspic/2022/06/04/251587134dc74175bfbda74d03498e7e-1.jpg,https://tv.cctv.com/2022/06/04/VIDEJfBhGfXwPFlx9ZJUha2H220604.shtml,1.65434E+12,VIDEJfBhGfXwPFlx9ZJUha2H220604,251587134dc74175bfbda74d03498e7e,1,云南铜壁关省级自然保护区,东经97°31’40”-98°06’36”,北纬23°54’30”-25°20’24”
《秘境之眼》 旱獭 20220603,青海湖国家级自然保护区内，旱獭在这里过得有滋有味。,2022-06-03 19:54:33,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/06/03/15300cdee93c484db862aa46f8d27531_h2642000000nero_aac16.mp4,00:02:00,https://p2.img.cctvpic.com/fmspic/2022/06/03/15300cdee93c484db862aa46f8d27531-1.jpg,https://tv.cctv.com/2022/06/03/VIDEwl0x0LXhlIeOfr1NyTjZ220603.shtml,1.65426E+12,VIDEwl0x0LXhlIeOfr1NyTjZ220603,15300cdee93c484db862aa46f8d27531,1,青海湖国家级自然保护区,东经99°34’-100°48’,北纬36°31’-37°15’
《秘境之眼》 猪獾 20220602,猪獾，国家保护的有重要生态、科学、社会价值的陆生野生动物。,2022-06-02 20:09:12,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/06/02/6535f2d042a54c2bb6d98545a91083a1_h2642000000nero_aac16.mp4,00:02:00,https://p4.img.cctvpic.com/fmspic/2022/06/02/6535f2d042a54c2bb6d98545a91083a1-1.jpg,https://tv.cctv.com/2022/06/02/VIDEMFBU37ZX0uhbiWrBQHxB220602.shtml,1.65417E+12,VIDEMFBU37ZX0uhbiWrBQHxB220602,6535f2d042a54c2bb6d98545a91083a1,1,湖北大别山国家级自然保护区,东经115°30’-116°4’,北纬30°31’-31°13’
《秘境之眼》 果子狸 20220601,果子狸，国家保护的有重要生态、科学、社会价值的陆生野生动物。,2022-06-01 18:52:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/06/01/b478037a46c244f08cf46171333a7c40_h2642000000nero_aac16.mp4,00:01:59,https://p1.img.cctvpic.com/fmspic/2022/06/01/b478037a46c244f08cf46171333a7c40-1.jpg,https://tv.cctv.com/2022/06/01/VIDEHImyCX3lqHBQ9ZEg7Vpe220601.shtml,1.65408E+12,VIDEHImyCX3lqHBQ9ZEg7Vpe220601,b478037a46c244f08cf46171333a7c40,1,江西阳际峰国家级自然保护区,东经117°14’33”-117°24’27”,北纬27°51’01”-27°59’03”
《秘境之眼》 红腹角雉 20220531,红腹角雉，国家二级重点保护野生动物。,2022-05-31 18:52:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/05/31/ab0ba2f6255744fe9b3b07ae76c119c3_h2642000000nero_aac16.mp4,00:02:00,https://p2.img.cctvpic.com/fmspic/2022/05/31/ab0ba2f6255744fe9b3b07ae76c119c3-1.jpg,https://tv.cctv.com/2022/05/31/VIDEpDskD4D5oAE1fD1W0sMs220531.shtml,1.654E+12,VIDEpDskD4D5oAE1fD1W0sMs220531,ab0ba2f6255744fe9b3b07ae76c119c3,1,湖南壶瓶山国家级自然保护区,东经110°29’-110°59’,北纬29°50’-30°09’
《秘境之眼》 黑熊  20220530,黑熊，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2022-05-30 18:53:01,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/05/30/81a142ec3b8f4052b948ca4626ecbc1f_h2642000000nero_aac16.mp4,00:01:58,https://p5.img.cctvpic.com/fmspic/2022/05/30/81a142ec3b8f4052b948ca4626ecbc1f-1.jpg,https://tv.cctv.com/2022/05/30/VIDEqa0KiiEijuVMQgFceexV220530.shtml,1.65392E+12,VIDEqa0KiiEijuVMQgFceexV220530,81a142ec3b8f4052b948ca4626ecbc1f,1,湖南八大公山国家级自然保护区,东经109°41’50”-110°09’50”,北纬29°39’18”-29°49’48”
《秘境之眼》 安徽麝 20220529,安徽麝，国家一级重点保护野生动物，2016年《中国脊椎动物红色名录》极危物种。,2022-05-29 18:55:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/05/29/1ad1d23eac6d41e7846a3fc10c7c2b3c_h2642000000nero_aac16.mp4,00:01:59,https://p5.img.cctvpic.com/fmspic/2022/05/29/1ad1d23eac6d41e7846a3fc10c7c2b3c-1.jpg,https://tv.cctv.com/2022/05/29/VIDElR4a5blqGkCjHWuJlq6I220529.shtml,1.65382E+12,VIDElR4a5blqGkCjHWuJlq6I220529,1ad1d23eac6d41e7846a3fc10c7c2b3c,1,湖北大别山国家级自然保护区,东经115°30’-116°4’,北纬30°31’-31°13’
《秘境之眼》 果子狸 20220528,果子狸，国家保护的有重要生态、科学、社会价值的陆生野生动物。,2022-05-28 19:16:21,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/05/28/100cd92bffd1404ebb657c4f2250b42a_h2642000000nero_aac16.mp4,00:02:00,https://p3.img.cctvpic.com/fmspic/2022/05/28/100cd92bffd1404ebb657c4f2250b42a-1.jpg,https://tv.cctv.com/2022/05/28/VIDECMXMEpooSQO1UDqoZCrL220528.shtml,1.65374E+12,VIDECMXMEpooSQO1UDqoZCrL220528,100cd92bffd1404ebb657c4f2250b42a,1,广东翁源青云山省级自然保护区,东经114°07’50”-114°17’25”,北纬24°14’22”-24°21’45”
《秘境之眼》 食蟹獴 20220527,食蟹獴，国家保护的有重要生态、科学、社会价值的陆生野生动物。,2022-05-27 19:21:46,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/05/27/227a7f88b6e9485ab7952c0c23f5d3f6_h2642000000nero_aac16.mp4,00:02:00,https://p3.img.cctvpic.com/fmspic/2022/05/27/227a7f88b6e9485ab7952c0c23f5d3f6-1.jpg,https://tv.cctv.com/2022/05/27/VIDESY0DVSc4R6PG6t2st6V0220527.shtml,1.65365E+12,VIDESY0DVSc4R6PG6t2st6V0220527,227a7f88b6e9485ab7952c0c23f5d3f6,1,福建峨眉峰国家级自然保护区,东经117°01’19”-117°10’17”,北纬26°52’25”-27°08’06”
《秘境之眼》 倭花鼠 20220526,倭花鼠，国家保护的有重要生态、科学、社会价值的陆生野生动物。,2022-05-26 18:52:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/05/26/daa6ee8e630d4855a64310f97223d159_h2642000000nero_aac16.mp4,00:02:00,https://p5.img.cctvpic.com/fmspic/2022/05/26/daa6ee8e630d4855a64310f97223d159-1.jpg,https://tv.cctv.com/2022/05/26/VIDEkxR01hATsW6ejBkIl7to220526.shtml,1.65356E+12,VIDEkxR01hATsW6ejBkIl7to220526,daa6ee8e630d4855a64310f97223d159,1,福建永安天宝岩国家级自然保护区,东经117°28’03”-117°35’28”,北纬25°50’51”-26°01’20”
《秘境之眼》 藏酋猴 20220525,藏酋猴，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2022-05-25 18:52:00,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/05/25/b461066ba4fa449da1f17b826d9fabca_h2642000000nero_aac16.mp4,00:02:00,https://p5.img.cctvpic.com/fmspic/2022/05/25/b461066ba4fa449da1f17b826d9fabca-1.jpg,https://tv.cctv.com/2022/05/25/VIDE6KTo4bSbrfx824GkIHwM220525.shtml,1.65348E+12,VIDE6KTo4bSbrfx824GkIHwM220525,b461066ba4fa449da1f17b826d9fabca,1,江西阳际峰国家级自然保护区,东经117°14’33”-117°24’27”,北纬27°51’01”-27°59’03”
《秘境之眼》 黑颈鹤/大天鹅/白骨顶/凤头䴙䴘 20220524,青海湖国家级自然保护区内，有着国际重要湿地——青海湖鸟岛，这是世界高原内陆湖泊湿地类型的典型代表，每年吸引着数以万计的鸟儿迁徙至此生儿育女。,2022-05-24 18:53:27,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/05/24/3d2a531656714aabb7781a0f8f6b6617_h2642000000nero_aac16.mp4,00:01:59,https://p1.img.cctvpic.com/fmspic/2022/05/24/3d2a531656714aabb7781a0f8f6b6617-1.jpg,https://tv.cctv.com/2022/05/24/VIDEyu5JaHll1U5J3ck2f7Ed220524.shtml,1.65341E+12,VIDEyu5JaHll1U5J3ck2f7Ed220524,3d2a531656714aabb7781a0f8f6b6617,1,青海湖国家级自然保护区,东经99°34’-100°48’,北纬36°31’-37°15’
《秘境之眼》 中华鬣羚 20220523,中华鬣羚，国家二级重点保护野生动物，2016年《中国脊椎动物红色名录》易危物种。,2022-05-23 18:53:10,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/05/23/cdce68daf8604b3996b14d6b0cb6f0c7_h2642000000nero_aac16.mp4,00:01:59,https://p4.img.cctvpic.com/fmspic/2022/05/23/cdce68daf8604b3996b14d6b0cb6f0c7-1.jpg,https://tv.cctv.com/2022/05/23/VIDEjzuIVaVHE3CC7fYRPh4R220523.shtml,1.65332E+12,VIDEjzuIVaVHE3CC7fYRPh4R220523,cdce68daf8604b3996b14d6b0cb6f0c7,1,江西阳际峰国家级自然保护区,东经117°14’33”-117°24’27”,北纬27°51’01”-27°59’03”
《秘境之眼》 大熊猫/白头叶猴/长江江豚/朱鹮 20220522,中国不断推进生物多样性的保护工作。,2022-05-22 19:04:41,https://vod.cntv.myhwcdn.cn/flash/mp4video63/TMS/2022/05/22/4c18d9a0406f4a95bcf442d51ed4626b_h2642000000nero_aac16.mp4,00:02:00,https://p2.img.cctvpic.com/fmspic/2022/05/22/4c18d9a0406f4a95bcf442d51ed4626b-1.jpg,https://tv.cctv.com/2022/05/22/VIDE2OHJNryyazKK1t7HX1ik220522.shtml,1.65322E+12,VIDE2OHJNryyazKK1t7HX1ik220522,4c18d9a0406f4a95bcf442d51ed4626b,1,大熊猫国家公园,东经102°11’10”-108°30’52”,北纬28°51’03”-34°10’07”
